Number,Station name,Latitude,Longitud
10100,KURRAJONG,-31.798,118.546
10101,MOUNT MARSHALL EAST,-30.900,118.000
10103,MUNTADGIN,-31.758,118.560
10104,NANYANINE,-31.402,117.724
10105,GILAVIN,-30.630,117.368
10106,NUKARNI,-31.294,118.200
10107,MOUROUBRA,-29.799,117.704
10108,NOKANING,-31.326,118.246
10111,NORTHAM,-31.651,116.659
10112,NUNGARIN,-31.184,118.101
10113,PANTAPIN,-31.950,117.653
10117,RABBIT FENCE 90 MILE,-30.100,118.500
10118,BREAKELL,-31.992,118.026
10119,KITLANE,-31.795,118.395
10120,DOODENANNING,-31.909,117.099
10121,TAMMIN,-31.643,117.487
10123,THE GRANITES SHACKLETON,-31.992,117.933
10124,NANGEENAN,-31.518,118.169
10125,TOODYAY,-31.552,116.470
10126,TRAYNING,-31.115,117.794
10127,TRESILLIAN,-31.700,117.900
10128,WADDERIN,-32.000,118.400
10133,WALK WALKIN,-30.826,117.323
10134,WATTENING,-31.312,116.515
10135,WIALKI,-30.487,118.126
10136,WIALKI SOUTH,-30.589,118.149
10137,WIALKI NORTH,-30.329,118.087
10140,WYALKATCHEM,-31.181,117.380
10141,XANTIPPE,-30.290,117.011
10142,GABBIN NORTH,-30.645,117.683
10143,YGNATTERING,-31.415,117.266
10145,YORKRAKINE,-31.376,117.585
10147,MULJI VALE,-30.740,117.610
10150,GRASS VALLEY,-31.636,116.797
10154,MINNIVALE POST OFFICE,-31.143,117.182
10155,CADOUX,-30.769,117.136
10156,CALINGIRI,-31.091,116.452
10157,CANAAN FARM,-31.251,117.344
10158,BERIA,-30.407,118.280
10160,QUELLA PARK,-31.453,117.119
10163,JAROMA,-31.771,117.143
10243,FAIRFIELDS,-31.497,117.589
10244,BAKERS HILL,-31.747,116.456
10248,MERREDIN PUMP STATION NO.4,-31.493,118.246
10257,SPRING VALLEY,-31.509,117.768
10264,KENANDRA,-30.155,117.821
10283,SHACKLETON,-31.933,117.836
10286,CUNDERDIN AIRFIELD,-31.622,117.222
10287,SHAW,-31.526,117.563
10295,BALKULING NORTH,-31.907,117.234
10297,CAMPION,-31.033,118.500
10298,KOONADGIN,-31.559,118.582
10299,WANDI FARM,-30.900,118.500
10501,ALDERSYDE POST OFFICE,-32.367,117.283
10502,AMELUP,-34.255,118.221
10503,ARDATH,-32.050,118.068
10504,OAK PARK,-34.081,117.518
10505,ARTHUR RIVER,-33.339,117.035
10506,BENALLA,-34.147,117.396
10507,BABAKIN,-32.124,118.022
10508,BADGEBUP,-33.636,117.928
10509,BALLY BALLY,-32.180,117.098
10510,BAROOGA,-33.164,116.799
10512,BEAUFORT,-33.523,117.048
10518,BOORALEE,-32.401,118.606
10520,BOSCABEL,-33.661,117.054
10521,BRAESIDE 2,-32.667,116.800
10523,GNOWANALLUP,-33.583,118.233
10526,BROOMEHILL EAST,-33.827,117.859
10530,CHAMINGUP,-33.914,117.099
10533,COCANARUP,-33.637,119.885
10534,COLORADO,-32.483,117.565
10537,CRANBROOK,-34.296,117.553
10538,CUBALLING,-32.820,117.177
10542,DARKAN,-33.337,116.743
10543,DARTNALL,-34.041,117.743
10544,DELLYANINE,-33.396,117.094
10547,DURANILLIN,-33.517,116.801
10549,DYLIABING,-33.533,117.917
10557,GNARMING,-32.600,118.300
10558,GNOWANGERUP,-33.937,118.007
10560,GRAHAM ROCK,-32.540,119.112
10570,JACOBS WELL,-32.000,117.200
10571,JALNA,-32.379,116.826
10572,JAM VALE,-34.267,118.506
10573,JINGALUP,-33.900,117.033
10576,KARLGARIN,-32.500,118.709
10577,KARLGARIN HILL,-32.483,118.584
10579,KATANNING COMPARISON,-33.689,117.555
10580,KAYBALLUP,-33.782,119.944
10590,CAROLING SOUTH,-32.150,117.400
10591,LAKE BIDDY,-32.987,118.939
10592,LAKE GRACE COMPARISON,-33.101,118.463
10593,LAKE KING,-33.087,119.676
10594,LAKE MAGENTA,-33.333,119.169
10596,LAKE PINGRUP,-33.412,118.511
10597,VARLEY,-32.796,119.509
10598,LILYDALE,-33.197,116.911
10600,NANDA DOWNS,-33.607,118.429
10602,MALYALLING,-32.698,117.654
10603,HARTWOOD,-32.423,118.200
10604,MAYBROOK,-33.400,116.900
10606,LAKE CAMM,-32.927,119.578
10607,CRAIGIE-LEA,-32.761,118.192
10608,MOANA,-34.133,118.250
10610,NAVARRE,-33.200,119.800
10611,MOUNT MADDEN,-33.276,119.775
10612,NAREMBEEN,-32.066,118.396
10613,NARROGIN STATE FARM,-32.933,117.117
10614,NARROGIN,-32.934,117.180
10617,NEWDEGATE,-33.094,119.024
10618,NEWDEGATE SOUTH,-33.179,119.101
10619,NYABING,-33.542,118.148
10620,OAKLAND,-32.304,116.636
10623,PALLINUP,-33.943,117.851
10625,PINGARING,-32.753,118.627
10628,QUAIRADING,-32.009,117.401
10629,QUANAMINNING,-32.787,117.786
10633,RAVENSTHORPE,-33.580,120.046
10634,REDLANDS,-32.311,116.767
10635,RIVERDALE,-33.785,116.906
10636,THE OAKS,-33.157,117.671
10637,ROSELEA,-33.043,118.103
10638,ST ALBANS,-32.523,118.305
10641,MAYBROOK,-33.375,116.905
10642,TALBOT HOUSE,-32.100,116.750
10643,TAMBELLUP,-34.044,117.642
10644,BATHURST,-33.126,118.196
10647,WAGIN,-33.307,117.340
10648,WANDERING COMPARISON,-32.681,116.676
10649,WAYVILLE,-33.525,117.646
10653,WIALCUTTING,-32.079,117.866
10655,WILLIAMS,-33.027,116.879
10656,WIRRA,-34.125,118.415
10657,NAIRIBIN,-33.356,117.916
10658,WONNAMINTA,-32.833,116.991
10659,WOODANILLING,-33.564,117.434
10660,WYCHITELLA,-32.704,118.310
10661,NARRAWONG,-33.800,117.394
10662,YEALERING,-32.594,117.621
10666,LOCHNAGAR,-32.039,118.902
10670,LAKE CARMODY,-32.483,119.362
10671,AVOCA,-33.136,117.881
10672,JERRAMUNGUP,-33.917,118.950
10678,LANDSCAPE HILL,-32.517,117.367
10680,TAMBARMERING,-32.567,117.869
10685,LAKESIDE,-32.287,117.252
10689,JACUP DAM,-33.827,119.248
10691,KURRARA PARK,-33.096,117.405
10692,NEWDEGATE RESEARCH STATION,-33.113,118.840
10694,TWOLGANUP,-33.996,117.916
10696,AMRISTA PARK,-32.660,118.632
10698,WHITE HOUSE FARM,-32.626,118.561
10699,MINDARABIN,-33.714,118.190
10700,KOJONOLOKAN HILLS,-33.497,117.313
10702,MOUNT WALKER,-32.100,118.806
10703,YLADGEE,-33.947,118.112
10704,BALLAYING,-33.328,117.563
10707,JERRAMUNGUP,-33.941,118.920
10776,SOUTH CAROLING,-32.207,117.404
10779,MIANELUP,-34.004,118.054
10792,GAIRDNER,-34.226,118.937
10793,TARWONGA,-33.211,116.992
10795,AVONDALE FARM,-32.118,116.868
10797,LAKE TOOLBRUNUP,-34.256,117.926
10803,MARIA,-33.011,118.239
10806,FALCONDALE - EDEOWIE,-33.271,118.261
10807,BILBARIN,-32.184,117.968
10811,NTH RAVENSTHORPE,-33.181,120.088
10866,CRANHAM,-33.932,117.326
10868,TERESA DALE,-33.993,117.276
10878,CHESALON,-33.556,119.578
10886,WILYAMA,-32.423,117.278
10889,MORDETTA,-32.885,118.635
10893,THE WARRIUPS,-34.308,117.435
10894,ALLAN ROCKS,-32.632,119.096
10895,MONTE VISTA,-33.399,119.934
10903,KARINGAL-TINCURRIN,-32.926,117.799
10904,SWANARA,-32.172,118.614
10905,JACUP,-33.888,119.109
10911,LAKE GRACE,-33.101,118.465
10916,KATANNING,-33.686,117.606
10917,WANDERING,-32.672,116.671
11001,DEAKIN,-30.770,128.965
11003,EUCLA,-31.680,128.896
11004,FORREST AERO,-30.839,128.114
11006,HAIG,-31.006,126.089
11007,LOONGANA,-30.946,127.036
11008,MUNDRABILLA STATION,-31.843,127.857
11009,NANAMBINIA,-32.668,123.583
11010,NOONDOONIA,-32.311,123.726
11011,NOONDOONIA O.S.,-32.146,123.968
11012,NURINA,-30.988,126.548
11013,RAWLINNA,-31.012,125.329
11016,MADURA STATION,-31.927,126.973
11017,BALLADONIA,-32.457,123.865
11023,CAIGUNA ASA,-32.265,125.489
11025,MOONERA,-31.722,126.589
11029,ARUBIDDY,-31.810,125.927
11030,RAWLINNA HOMESTEAD,-31.042,125.216
11032,RAWLINNA DEPOT,-31.580,125.202
11033,MCTAGGARTS,-31.918,125.301
11034,BARVESK,-31.644,124.935
11035,BULL CAMEL,-31.196,124.848
11045,BALGAIR,-31.090,125.659
12001,ALBION DOWNS,-27.288,120.392
12002,ANKETELL,-28.027,118.847
12003,ATLEY,-28.225,119.070
12004,WALGOOLAN AVALON,-31.233,118.567
12005,BLACKHILL,-28.067,119.517
12006,BODALLIN,-31.367,118.850
12007,BOODAROCKIN,-31.060,118.837
12009,NORSEMAN AERO,-32.215,121.755
12010,WESTONIA 1,-31.054,118.714
12016,CIRCLE VALLEY POST OFFICE,-33.083,121.750
12018,COOLGARDIE,-30.959,121.174
12019,COONANA,-31.023,123.162
12022,CASHMERE DOWNS,-28.970,119.569
12024,DAVEYHURST MULWARRIE,-30.000,120.600
12026,BODALLIN SOUTH,-31.642,118.902
12027,EDJUDINA,-29.812,122.355
12028,GORYA VALLEY,-33.037,121.664
12029,FRASER RANGE,-32.034,122.802
12033,GRASS PATCH,-33.226,121.737
12036,IDA VALLEY,-28.705,120.506
12037,JEEDAMYA,-29.403,121.274
12038,KALGOORLIE-BOULDER AIRPORT,-30.785,121.453
12039,KALGOORLIE POST OFFICE,-30.750,121.467
12040,KANOWNA,-30.600,121.600
12041,KARONIE,-30.967,122.533
12042,KATHLEEN VALLEY,-27.500,120.517
12045,LAVERTON,-28.630,122.407
12046,LEONORA,-28.888,121.330
12048,MARVEL LOCH,-31.467,119.492
12050,MELITA,-29.057,121.443
12051,MENANGINA,-29.827,121.916
12054,DOBRA SCRITIA,-31.416,119.047
12059,MOUNT SIR SAMUEL,-27.600,120.550
12061,MINARA,-28.917,121.797
12062,NAMBI,-28.390,121.677
12063,NARETHA,-31.000,124.833
12064,NOONGAAR,-31.330,118.967
12065,NORSEMAN,-32.198,121.779
12066,ORA BANDA,-30.376,121.063
12067,PINNACLES,-28.197,120.438
12068,RANDELL SIDING,-30.933,122.233
12070,SALMON GUMS,-32.980,121.643
12071,SALMON GUMS RES.STN.,-32.987,121.624
12072,SANDSTONE,-27.987,119.297
12073,SCADDAN POST OFFICE,-33.443,121.723
12081,WARRALAKIN,-31.030,118.560
12083,WESTONIA,-31.302,118.698
12084,WIDGIEMOOLTHA,-31.494,121.578
12086,WILSONS PATCH,-28.300,121.183
12088,YAKABINDIE,-27.575,120.532
12089,YANDAL,-27.564,121.148
12091,YOUANMI DOWNS,-28.557,118.810
12093,YUNDAMINDRA,-29.247,122.102
12094,ZANTHUS,-31.032,123.567
12096,DANDARAGA,-28.142,119.306
12098,WALGOOLAN,-31.383,118.562
12099,WALGOOLAN NORTH,-31.183,118.596
12100,WALGOOLAN SOUTH,-31.500,118.600
12101,SEVEN OAKS,-31.321,118.547
12104,MALCOLM,-28.900,121.500
12106,WOOLIBAR,-31.073,121.665
12108,WONGANOO,-27.140,121.340
12112,ALTONA,-27.539,119.986
12154,KURNALPI,-30.500,122.200
12158,LAWLERS,-28.083,120.550
12162,MOUNT MORGANS,-28.750,122.100
12176,STURT MEADOWS,-28.678,120.971
12187,YERILLA,-29.471,121.827
12198,SCADDAN WEST,-33.384,121.449
12201,YOUANMI VALLEY,-31.704,119.238
12204,DEDARI,-31.093,120.691
12219,YAMARNA,-28.166,123.656
12220,COWARNA DOWNS,-31.009,122.357
12221,BODALLIN,-31.369,118.836
12226,BODALLIN NORTH,-31.166,118.888
12239,BULGA DOWNS,-28.497,119.744
12240,ILKURLKA,-28.351,127.517
12242,DIEMALS,-29.669,119.303
12247,GINDALBIE,-30.282,121.761
12263,WINDARRA,-28.490,122.237
12265,CIRCLE VALLEY,-33.060,121.798
12269,WARWICK,-32.828,121.742
12281,MUNGLINUP MELALEUCA,-33.597,120.758
12305,LAVERTON AERO,-28.613,122.424
12312,KATTA BAREGA,-33.591,122.452
12314,LEINSTER AERO,-27.839,120.703
12320,SOUTHERN CROSS AIRFIELD,-31.235,119.356
13001,EARAHEEDY,-25.591,121.585
13002,GLEN-AYLE,-25.266,122.043
13003,JIGALONG,-23.359,120.780
13005,LORNA GLEN,-26.225,121.556
13007,BALGO HILLS,-20.142,127.987
13011,WARBURTON AIRFIELD,-26.132,126.584
13012,WILUNA,-26.591,120.226
13014,CUNYU SHEARING SHED,-25.818,120.171
13015,CARNEGIE,-25.796,122.975
13017,GILES METEOROLOGICAL OFFICE,-25.034,128.301
13018,WONGAWOL,-26.121,121.940
13030,TELFER AERO,-21.712,122.228
14007,BURRUNDIE RAILWAY STATION,-13.533,131.700
14008,CAPE DON,-11.317,131.767
14009,CHANNEL ISLAND,-12.555,130.868
14011,MINJILANG,-11.146,132.569
14015,DARWIN AIRPORT,-12.424,130.893
14016,DARWIN POST OFFICE,-12.460,130.840
14017,DARWIN QUARANTINE STATION,-12.487,130.900
14018,DARWIN LOCO WORKS,-12.439,130.842
14032,KOOLPINYAH,-12.389,131.177
14035,MANTON DAM,-12.838,131.131
14080,NOONAMAH,-12.637,131.073
14086,BEATRICE HILL,-12.649,131.318
14087,PICKERTARAMOOR,-11.765,130.888
14090,MIDDLE POINT RANGERS,-12.578,131.315
14092,ADELAIDE RIVER POST OFFICE,-13.237,131.104
14103,MILIKAPITI,-11.426,130.676
14109,TORTILLA FLATS,-13.100,131.233
14116,BERRIMAH RESEARCH FARM,-12.443,130.933
14123,POINT CHARLES LIGHTHOUSE,-12.400,130.600
14142,PIRLANGIMPI AIRPORT,-11.402,130.422
14149,HOWARD SPRINGS NATURE PARK,-12.456,131.051
14153,BLACK POINT,-11.154,132.143
14159,MIDDLE POINT NAVY,-12.610,131.290
14161,DARWIN REGIONAL OFFICE,-12.467,130.833
14163,DARWIN BOTANIC GARDENS,-12.440,130.838
14180,MURGANELLA,-11.547,132.925
14183,DARWIN RIVER DAM,-12.832,130.971
14198,JABIRU AIRPORT,-12.659,132.894
14213,GUNN POINT PRISON FARM,-12.252,131.043
14233,BATCHELOR AERODROME,-13.053,131.027
14239,LABELLE DOWNS,-13.110,130.495
14253,CHANNEL POINT,-13.167,130.123
14272,BATCHELOR AIRPORT,-13.054,131.025
14277,DUM IN MIRRIE AIRSTRIP,-12.635,130.373
14400,MANINGRIDA,-12.048,134.226
14401,WARRUWI AIRPORT,-11.650,133.380
14404,MILINGIMBI AIRPORT,-12.093,134.892
14502,YIRRKALA MISSION,-12.250,136.883
14504,GALIWINKU,-12.028,135.565
14505,NUMBULWAR,-14.279,135.739
14506,ANGURUGU,-13.983,136.433
14507,ALYANGULA POLICE,-13.848,136.420
14508,GOVE AIRPORT MET OFFICE,-12.274,136.820
14509,ALCAN MINESITE,-12.261,136.839
14511,GROOTE EYLANDT AIRPORT,-13.976,136.462
14513,WALLABY BEACH,-12.193,136.710
14517,NGAYAWILI,-11.997,135.573
14518,GROOTE EYLANDT AIRPORT,-13.975,136.463
14608,SAINT VIDGEON,-14.780,134.880
14610,MATARANKA HOMESTEAD RESORT,-14.923,133.132
14612,LARRIMAH,-15.575,133.214
14618,DALY WATERS,-16.253,133.370
14626,DALY WATERS AIRSTRIP,-16.264,133.378
14627,BULMAN,-13.671,134.341
14628,TANUMBIRINI,-16.455,134.650
14633,ROPER BAR STORE,-14.736,134.529
14640,BULMAN,-13.665,134.331
14702,MALLAPUNYAH,-16.976,135.813
14703,CENTRE ISLAND,-15.743,136.819
14704,MCARTHUR RIVER MINE AIRPORT,-16.442,136.076
14705,CALVERT HILLS,-17.231,137.331
14707,WOLLOGORANG,-17.212,137.946
14710,BORROLOOLA,-16.067,136.300
14711,VANDERLIN ISLAND MIMETS,-15.833,137.050
14713,GALLIPOLI,-19.139,137.873
14720,BENMARA,-17.918,136.906
14723,BORROLOOLA AIRPORT,-16.076,136.304
14802,CAMFIELD,-17.037,131.294
14814,AUVERGNE,-15.684,130.010
14815,WATERLOO,-16.635,129.328
14816,OLD DELAMERE,-15.737,131.535
14817,BRADSHAW HOMESTEAD,-15.348,130.276
14819,AMANBIDJI,-16.432,129.616
14823,LIMBUNYA,-17.230,129.887
14824,BULLITA,-16.120,130.428
14825,VICTORIA RIVER DOWNS,-16.403,131.014
14829,LAJAMANU AIRPORT,-18.332,130.636
14830,CATTLE CREEK,-17.597,131.544
14833,KALKARINGI POLICE,-17.447,130.839
14836,INVERWAY,-17.848,129.636
14840,WAVE HILL,-17.387,131.117
14847,KIDMAN SPRINGS,-16.118,130.956
14857,SUPLEJACK,-19.280,129.942
14901,DOUGLAS RIVER RESEARCH FARM,-13.835,131.187
14902,KATHERINE COUNCIL,-14.459,132.257
14903,KATHERINE AVIATION MUSEUM,-14.444,132.274
14904,KATHERINE EXP. FARM,-14.483,132.250
14905,PORT KEATS POLICE,-14.240,129.522
14908,WOOLIANA,-13.682,130.637
14910,KATHERINE RESEARCH FARM,-14.475,132.305
14914,DALY RIVER MISSION,-13.751,130.689
14916,DALY RIVER POLICE,-13.767,130.710
14917,JINDARE,-14.015,131.611
14919,MARANBOY,-14.527,132.786
14923,MANBULLOO,-14.519,132.198
14925,TIPPERARY,-13.735,131.044
14927,CDU KATHERINE RURAL CAMPUS,-14.373,132.156
14932,TINDAL RAAF,-14.523,132.383
14938,MANGO FARM,-13.738,130.683
14948,PORT KEATS AIRPORT,-14.249,129.528
14949,DELAMERE WEAPONS RANGE,-15.744,131.918
14954,BRADSHAW,-14.941,130.809
15004,AUSTRAL DOWNS,-20.502,137.774
15005,AVON DOWNS,-20.030,137.491
15019,LAKE NASH,-20.965,137.921
15026,RANKEN RIVER,-19.601,136.908
15027,ROCKHAMPTON DOWNS,-18.949,135.194
15034,WONARAH,-19.898,136.336
15036,ALROY DOWNS,-19.296,136.071
15040,SOUDAN,-20.052,137.019
15067,BANKA BANKA,-18.792,134.030
15081,ANTHONY LAGOON,-17.978,135.532
15086,NEWCASTLE WATERS,-17.378,133.410
15087,TENNANT CREEK POST OFFICE,-19.648,134.190
15088,ALEXANDRIA,-19.058,136.707
15089,NEWCASTLE WATERS POST OFFICE,-17.383,133.400
15090,FREWENA,-19.435,135.402
15103,UCHARONIDGE,-17.674,134.251
15108,MUCKATY,-18.628,133.872
15125,MITTIEBAH,-18.805,137.088
15135,TENNANT CREEK AIRPORT,-19.642,134.183
15139,WARRAMUNGA,-19.933,134.355
15501,YAMBAH,-23.127,133.836
15502,ALI CURUNG,-21.003,134.403
15508,ALLAMBI,-24.269,134.403
15510,MOUNT CAVENAGH,-25.955,133.211
15518,NAPPERBY,-22.510,132.752
15520,TEA TREE WELL,-22.133,133.417
15521,THE GARDEN,-23.284,134.423
15524,IDRACOWRA,-24.995,133.788
15525,BARROW CREEK,-21.532,133.890
15527,AYERS ROCK,-25.340,131.058
15530,ELKEDRA,-21.166,135.446
15531,HERMANNSBURG,-23.945,132.775
15533,BUNDOOMA RAILWAY SIDING,-24.898,134.257
15534,OORATIPPRA,-21.904,136.074
15536,MARYVALE,-24.669,134.072
15540,ALICE SPRINGS POST OFFICE,-23.710,133.868
15542,ANNINGIE,-21.848,133.123
15543,AILERON,-22.646,133.346
15548,RABBIT FLAT,-20.188,130.016
15553,HAMILTON DOWNS,-23.509,133.268
15554,VAUGHAN SPRINGS,-22.298,130.850
15555,TANAMI DOWNS,-20.565,129.725
15567,CENTRAL MOUNT WEDGE,-22.741,132.155
15569,WILLOWRA,-21.276,132.623
15574,ERLDUNDA,-25.222,133.196
15583,AREYONGA,-24.073,132.271
15584,ARGADARGADA,-21.674,136.665
15585,AMMAROO,-21.751,135.238
15587,ANNITOWA,-21.210,136.475
15588,AMBALINDUM,-23.384,134.684
15590,ALICE SPRINGS AIRPORT,-23.795,133.889
15593,ALCOOTA,-22.821,134.451
15594,ARLTUNGA,-23.456,134.685
15597,CHARLOTTE WATERS,-25.933,134.917
15603,KULGERA,-25.843,133.303
15608,MURRAY DOWNS,-21.044,134.675
15610,INDIANA,-23.329,135.440
15611,NEWHAVEN,-22.723,131.169
15612,PAPUNYA,-23.204,131.916
15614,RUMBALARA,-25.333,134.483
15615,RODINGA RAILWAY SIDING,-24.557,134.082
15617,SANTA TERESA,-24.131,134.374
15620,TARLTON DOWNS,-22.658,136.800
15623,UNDOOLYA,-23.694,134.035
15631,BOND SPRINGS HOMESTEAD,-23.541,133.921
15633,PALM VALLEY,-24.064,132.745
15635,YULARA AIRPORT,-25.190,130.974
15643,TERRITORY GRAPE FARM,-22.452,133.638
15652,WATARRKA,-24.292,131.549
15657,EPENARRA,-20.445,135.263
15660,ULURU RANGERS,-25.360,131.020
15664,WALUNGURRU AIRPORT,-23.266,129.384
15666,RABBIT FLAT,-20.182,130.015
16000,WOOMERA (ARCOONA),-31.023,137.049
16001,WOOMERA AERODROME,-31.156,136.805
16002,BOOKALOO,-31.897,137.352
16003,BULGUNNIA,-30.166,134.893
16005,PORT AUGUSTA (CARRIEWERLOO STN),-32.398,137.227
16006,TARCOOLA (COMMONWEALTH HILL),-29.943,134.151
16009,COONDAMBO,-31.062,135.866
16011,EAST WELL,-30.989,136.017
16013,ERNABELLA,-26.293,132.128
16020,KINGOONYA,-30.914,135.316
16021,KOKATHA,-31.261,135.237
16022,KONDOOLKA,-31.995,134.883
16024,LAKE EVERARD,-31.740,135.172
16025,WOOMERA (MAHANEWO),-31.729,136.445
16027,COOBER PEDY (MCDOUALL PEAK),-29.841,134.904
16029,MOONAREE,-31.968,135.874
16030,MOUNT EBA,-30.181,135.663
16031,TARCOOLA (MULGATHING),-30.241,133.988
16033,WOOMERA (OAKDEN HILLS),-31.661,137.038
16034,HILTABA,-32.157,135.072
16035,ROXBY DOWNS (PARAKYLIA STATION),-30.403,136.392
16036,WOOMERA (PERNATTY STATION),-31.483,137.481
16037,PIMBA,-31.252,136.798
16038,PORT AUGUSTA WEST,-32.483,137.758
16039,WOOMERA (PURPLE DOWNS),-30.789,136.895
16040,ROXBY DOWNS STATION,-30.704,136.753
16043,WOOMERA (SOUTH GAP STATION),-31.634,137.622
16044,TARCOOLA,-30.711,134.569
16045,MOUNT CHRISTIE (TAR 397 MILE),-30.549,133.217
16046,THURLGA,-32.440,135.773
16048,THE TWINS STATION,-29.996,135.391
16050,WIRRAMINNA RAILWAY STATION,-31.167,136.125
16051,WIRRAPPA,-31.422,137.990
16052,WOOCALLA,-31.688,137.175
16054,WYNBRING SIDING (TAR 377 MILE),-30.557,133.534
16055,YARDEA,-32.379,135.525
16056,YUDNAPINNA,-32.123,137.150
16057,YELTACOWIE,-31.340,137.359
16059,TARCOOLA (MOBELLA),-29.811,133.360
16061,WHITTATA,-31.735,137.420
16063,TARCOOLA (WILGENA DAMS),-30.728,134.684
16065,ANDAMOOKA,-30.449,137.169
16066,MIRIKATA,-29.877,135.246
16078,LYONS SDG (TAR 354 MILE),-30.637,133.939
16081,LAKE TORRENS,-31.895,137.714
16082,MOUNT BARRY STATION,-28.241,134.990
16083,HAMILTON STATION,-26.713,135.078
16085,MARLA POLICE STATION,-27.300,133.620
16086,MOONAREE (KANGAROO WELL),-31.765,135.649
16087,COOBER PEDY (INGOMAR),-29.640,134.787
16090,COOBER PEDY AIRPORT,-29.035,134.722
16093,ARCKARINGA STATION,-27.938,134.739
16096,ROXBY DOWNS (OLYMPIC DAM AERODROME),-30.487,136.874
16097,ERNABELLA (PUKATJA),-26.264,132.177
16098,TARCOOLA AERO,-30.705,134.579
17000,ABMINGA RAILWAY SIDING,-26.132,134.852
17001,ALBERGA,-27.200,135.433
17002,ALBERRIE CREEK,-29.627,137.537
17003,ANGORICHINA HOSTEL,-31.128,138.559
17004,ANNA CREEK,-28.892,136.169
17005,LEIGH CREEK AERO,-30.467,138.407
17008,ARROWIE,-30.854,139.293
17009,AVONDALE,-30.231,138.451
17010,GAMMON RANGES (BALCANOONA),-30.533,139.303
17011,BELTANA,-30.813,138.413
17012,BELTANA STATION,-30.825,138.382
17014,BLINMAN,-31.094,138.679
17020,MUNGERANIE (COWARIE),-27.703,138.336
17021,COWARD SPRINGS,-29.402,136.811
17022,MOOMBA (TANTANNA),-28.170,139.611
17023,EDWARDS CREEK,-28.332,135.848
17024,MARREE (FARINA),-30.066,138.274
17027,INNAMINCKA POLICE CAMP,-27.800,140.733
17028,INNAMINCKA STATION,-27.724,140.763
17030,MACUMBA,-27.253,135.649
17031,MARREE,-29.645,138.064
17032,BLINMAN (MOOLOOLOO),-30.990,138.579
17035,GAMMON RANGES (MOUNT SERLE),-30.544,138.856
17036,MUNGERANIE (MULKA),-28.352,138.653
17037,MULOORINA STATION (MULOORINA HOMESTEAD),-29.239,137.906
17039,MARREE (MURNPEOWIE),-29.590,139.051
17041,BLINMAN (NARRINA),-30.937,138.892
17043,OODNADATTA AIRPORT,-27.555,135.446
17044,OODNADATTA POST OFFICE,-27.546,135.443
17046,PARACHILNA,-31.134,138.395
17048,GAMMON RANGES (UMBERATANA),-30.240,139.130
17052,WERTALOONA,-30.638,139.345
17053,WILLIAM CREEK,-28.906,136.339
17054,BLINMAN (WIRREALPA),-31.128,138.962
17055,MARREE (WITCHELINA STATION),-30.021,138.042
17056,GAMMON RANGES (WOOLTANA),-30.413,139.420
17060,TILCHA,-29.605,140.890
17062,CADELGA,-26.090,140.407
17063,KANOWANA,-27.838,139.623
17065,EDIACARA,-30.398,137.903
17067,MUNGERANIE,-28.018,138.664
17068,TROUDANINNA,-29.050,139.167
17069,ILBUNGA,-26.422,135.033
17070,MOUNT DARE,-26.070,135.247
17076,MARREE (CLAYTON),-29.278,138.382
17087,HADDON,-26.352,140.828
17096,MOOMBA,-28.113,140.210
17097,BLINMAN (ANGORICHINA),-31.089,138.741
17098,PARACHILNA (MOTPENA),-31.188,138.279
17099,ARKAROOLA,-30.311,139.336
17100,BLANCHEWATER STATION,-29.550,139.467
17102,COPLEY (YANKANINNA),-30.366,139.053
17105,QUINYAMBIE,-30.215,140.992
17106,BROUGHMAN'S GATE HOUSE (QUINYAMBIE),-30.872,140.971
17110,LEIGH CREEK AIRPORT,-30.596,138.422
17114,OODNADATTA,-27.550,135.448
17123,MOOMBA AIRPORT,-28.100,140.196
17126,MARREE AERO,-29.659,138.068
18001,ARNO BAY,-33.912,136.570
18002,PENONG (PENALUMBA),-31.831,132.626
18003,BRAMFIELD POST OFFICE,-33.625,134.998
18005,YEELANA (BRIMPTON LAKE),-34.059,135.504
18006,WHYALLA (BROADVIEW STATION),-33.122,137.228
18007,YEELANA (BROOKER),-34.100,135.841
18009,CARAWA,-32.368,134.230
18010,CARPA,-33.760,136.687
18011,CEDUNA POST OFFICE,-32.127,133.673
18012,CEDUNA AMO,-32.130,133.698
18013,CHANDADA POST OFFICE,-32.759,134.672
18015,NUNDROO (COLONA),-31.627,132.067
18016,COLTON (BOOLA BOOLA),-33.532,134.902
18017,PORT LINCOLN (BIG SWAMP),-34.627,135.699
18018,KIMBA (CORTLINYE ROCKS STN),-33.010,136.293
18019,COULTA,-34.386,135.470
18021,COURELA (CHALLNER),-32.535,134.437
18024,DARKE PEAK,-33.468,136.211
18025,DENIAL BAY,-32.103,133.577
18030,FOWLERS BAY,-31.990,132.437
18033,CEDUNA (GOODE),-31.967,133.766
18035,KAPPAWANTA,-33.669,135.277
18036,KARCULTABY,-32.736,134.971
18037,KIMBA (CURTINYE),-33.186,136.559
18039,KIELPA,-33.588,136.223
18040,KIMBA,-33.142,136.413
18041,KIMBA (THE PINES),-33.117,136.417
18042,CEDUNA (KOONIBBA RESERVE),-31.902,133.422
18044,KYANCUTTA,-33.134,135.552
18045,SHERINGA (LAKE HAMILTON),-33.953,135.268
