Time,Day,Date,T.Max,T.Min,Rain,Evap,Radn,VP,RHmaxT,RHminT,Soil_Temperature
20010424,114,24/04/2001,32.1,14.8,0,5.1,24.8,12.6,26.4,74.9,21.49
20010425,115,25/04/2001,34,15.7,0,6.3,24.6,15.1,28.4,84.7,22.78
20010426,116,26/04/2001,34.5,20.1,0,5.6,21.5,19.4,35.5,82.5,25.67
20010427,117,27/04/2001,34.9,23,0,6.2,18.3,27.1,48.5,96.5,27.6
20010428,118,28/04/2001,35.6,22.6,0,5.9,21.5,26.5,45.6,96.7,27.63
20010429,119,29/04/2001,35.5,21.7,0,7.1,23.4,25.2,43.6,97.1,27.04
20010430,120,30/04/2001,35.2,18.1,0.3,6.1,24,21.9,38.5,100,24.71
20010501,121,1/5/2001,34.5,18.5,0,6.3,22.4,24.2,44.2,100,24.69
20010502,122,2/5/2001,32.2,19.3,0,4.3,17.4,23.1,48,100,24.29
20010503,123,3/5/2001,33.8,17.4,0,5.1,19.5,22,41.8,100,23.74
20010504,124,4/5/2001,34.3,18.9,0,6.8,22.2,22.5,41.6,100,24.86
20010505,125,5/5/2001,34.4,18.8,0,6.6,21.6,22.5,41.4,100,24.83
20010506,126,6/5/2001,33.8,17.4,0,6.7,23.2,17.3,32.9,87.1,23.74
20010507,127,7/5/2001,33.5,15.8,0,6.6,23.4,16,30.9,89.2,22.64
20010508,128,8/5/2001,32.2,13.8,0,6.7,23.3,11.8,24.5,74.8,20.92
20010509,129,9/5/2001,31.6,11.7,0,6,23.3,11.2,24.1,81.5,19.4
20010510,130,10/5/2001,31.1,11.6,0,5.7,22.8,11.4,25.2,83.5,19.14
20010511,131,11/5/2001,31,10.4,0,4.8,22.5,12.7,28.3,100,18.37
20010512,132,12/5/2001,32,12.4,0,4.6,22.7,13.7,28.8,95.2,19.98
20010513,133,13/05/2001,32.9,15.8,0,4.6,21.5,20.2,40.4,100,22.41
20010514,134,14/05/2001,33.2,18.2,0,4.1,18.4,21.8,42.9,100,24
20010515,135,15/05/2001,32.1,22.7,0,3.6,16.8,26.2,54.8,95,26.34
20010516,136,16/05/2001,33.4,20,0,5,20,23.4,45.5,100,25.18
20010517,137,17/05/2001,32.5,20.8,0,6.8,21.3,18.7,38.2,76.2,25.32
20010518,138,18/05/2001,30.3,14.6,0,6.8,22.2,10.8,25,65,20.67
20010519,139,19/05/2001,27.2,10.9,0,6.3,22.3,7.5,20.8,57.6,17.2
20010520,140,20/05/2001,27,7.3,0,6,22.1,7.9,22.2,77.3,14.92
20010521,141,21/05/2001,28.1,9.8,0,4.2,21.9,9.2,24.2,76,16.88
20010522,142,22/05/2001,28.9,8.8,0,5.5,21.5,12.2,30.6,100,16.57
20010523,143,23/05/2001,29.4,9.2,0,5.2,21.5,10.5,25.6,90.3,17.01
20010524,144,24/05/2001,30.1,9.4,0,4.5,21.6,11.7,27.4,99.3,17.4
20010525,145,25/05/2001,30.6,11.5,0,4.9,20.9,17.1,38.9,100,18.89
20010526,146,26/05/2001,31.2,12.4,0,6,20.7,17,37.4,100,19.67
20010527,147,27/05/2001,31.5,13.4,0,6.2,20.7,14.1,30.5,91.8,20.4
20010528,148,28/05/2001,30.8,11.5,0,6.6,21,10.5,23.6,77.4,18.96
20010529,149,29/05/2001,29.2,10.8,0,6.6,21.1,9.9,24.4,76.5,17.92
20010530,150,30/05/2001,28.7,10.9,0,5.3,21.1,8.7,22.1,66.8,17.78
20010531,151,31/05/2001,28.9,9.5,0,4.8,20.8,10.4,26.1,87.6,17
20010601,152,1/6/2001,30.9,10.8,0,4,20,18,40.3,100,18.57
20010602,153,2/6/2001,31,14.5,0,5.3,20.2,21,46.7,100,20.88
20010603,154,3/6/2001,31,15.5,0,5.1,18.4,21,46.7,100,21.49
20010604,155,4/6/2001,31.3,16.6,0,4.5,16,20.7,45.3,100,22.28
20010605,156,5/6/2001,31.7,17.1,0,4.5,18.5,22.6,48.3,100,22.75
20010606,157,6/6/2001,31.2,19.7,0,5,19.4,22.5,49.5,98.1,24.15
20010607,158,7/6/2001,32,19,0,4.5,19.5,22.5,47.3,100,24.03
20010608,159,8/6/2001,33.2,17.3,0,5.5,20.4,21.2,41.7,100,23.45
20010609,160,9/6/2001,33.7,21.8,0,5.1,17.5,25.6,48.9,98.1,26.4
20010610,161,10/6/2001,33.6,21.5,0,6.3,19.4,23.2,44.6,90.5,26.18
20010611,162,11/6/2001,34.7,19.5,0,6.1,19.4,18.1,32.7,79.9,25.38
20010612,163,12/6/2001,33.8,21.6,0,6.2,19.3,22.7,43.2,88,26.32
20010613,164,13/06/2001,33.1,20.2,0,6.5,19.9,22.9,45.3,96.8,25.19
20010614,165,14/06/2001,32.2,17.5,0,6.9,19.7,20.4,42.4,100,23.18
20010615,166,15/06/2001,30.1,17.7,0,6.2,20.2,11.9,27.9,58.8,22.5
20010616,167,16/06/2001,29,14.6,0,6.6,20.4,10.2,25.5,61.4,20.17
20010617,168,17/06/2001,29.2,12.3,0,5.8,20.4,8.7,21.5,60.9,18.84
20010618,169,18/06/2001,30.1,13.2,0,5.8,20.2,11.7,27.4,77.2,19.74
20010619,170,19/06/2001,29.4,14.9,0,7.6,20.4,9.7,23.7,57.3,20.51
20010620,171,20/06/2001,28.3,13.3,0,7.5,15.7,7.4,19.2,48.5,19.1
20010621,172,21/06/2001,28.1,18.3,0,8.8,18.6,9.6,25.3,45.7,22.09
20010622,173,22/06/2001,26.9,18.8,0,7.3,14.6,8.6,24.3,39.7,21.93
20010623,174,23/06/2001,28.9,14.3,0,6.3,19.8,7.5,18.8,46,19.95
20010624,175,24/06/2001,29.6,16.8,0,6.8,19.8,9.9,23.9,51.8,21.75
20010625,176,25/06/2001,29.7,14.9,0,6,20.2,10.4,24.9,61.4,20.62
20010626,177,26/06/2001,30,10.4,0,5.7,19.9,9.2,21.7,73,17.98
20010627,178,27/06/2001,30.6,14.3,0,5.1,20.1,11.5,26.2,70.6,20.6
20010628,179,28/06/2001,31,14.3,0,5.3,20.2,14.7,32.7,90.2,20.76
20010629,180,29/06/2001,29.5,12.2,0,7.2,20.9,11.7,28.4,82.4,18.89
20010630,181,30/06/2001,27.8,9.6,0,6.4,20.7,9.5,25.4,79.5,16.64
20010701,182,1/7/2001,28.7,8.2,0,4.1,20.7,10.5,26.7,96.6,16.13
20010702,183,2/7/2001,30.1,12.6,0,5.7,19.4,14,32.8,96,19.37
20010703,184,3/7/2001,30.5,16.7,0,4.9,13.9,15.3,35,80.5,22.04
20010704,185,4/7/2001,30.9,21,0,6,19.1,18,40.3,72.4,24.83
20010705,186,5/7/2001,31.4,21.7,0,6.4,18.3,21.5,46.8,82.9,25.45
20010706,187,6/7/2001,32,17,0,6,19.7,13.1,27.6,67.6,22.8
20010707,188,7/7/2001,30.4,14.8,0,4.9,19.6,18.6,42.8,100,20.83
20010708,189,8/7/2001,30.6,16.4,0,5.1,18.2,18.8,42.8,100,21.89
20010709,190,9/7/2001,30.7,15.7,0,5,18.8,15.9,36,89.2,21.5
20010710,191,10/7/2001,32.1,15.2,0,4.1,19.8,15.9,33.3,92.1,21.74
20010711,192,11/7/2001,30.9,16.1,0,4,18.4,17.2,38.5,94.1,21.82
20010712,193,12/7/2001,31.5,18.4,0,4.6,20.1,16.2,35,76.6,23.47
20010713,194,13/07/2001,31.5,17.3,0,5.6,20.2,20.6,44.6,100,22.79
20010714,195,14/07/2001,31.9,15.7,0,5.6,20.2,19.1,40.4,100,21.96
20010715,196,15/07/2001,32.3,15.4,0,5.4,20,18.9,39.1,100,21.94
20010716,197,16/07/2001,32.9,16.9,0,6.8,20,18.1,36.2,94.1,23.09
20010717,198,17/07/2001,30.9,20.9,0,5.2,12.3,16.4,36.7,66.4,24.77
20010718,199,18/07/2001,31.3,22.4,0,6.1,14.7,19.8,43.3,73.1,25.84
20010719,200,19/07/2001,30.3,17.5,0,5.8,20.1,11.9,27.6,59.5,22.45
20010720,201,20/07/2001,30.3,16.7,0,5.9,20.1,18.4,42.6,96.8,21.96
20010721,202,21/07/2001,30,14.7,0,6.2,20.8,17.6,41.5,100,20.62
20010722,203,22/07/2001,30.8,13.2,0,6.5,21.3,12,27,79.1,20.01
20010723,204,23/07/2001,31.3,12.8,0,6.5,20.9,13.5,29.5,91.4,19.95
20010724,205,24/07/2001,30.6,11.6,0,7.4,21.1,13.3,30.3,97.4,18.95
20010725,206,25/07/2001,28.7,15.4,0,7.9,21.3,6.9,17.5,39.5,20.54
20010726,207,26/07/2001,27.6,12,0,7.9,21.6,7.2,19.5,51.4,18.03
20010727,208,27/07/2001,25.9,8.5,0,6.8,22.4,5.2,15.6,46.9,15.23
20010728,209,28/07/2001,26.3,5.2,0,6.1,22.4,5.9,17.2,66.7,13.36
20010729,210,29/07/2001,28.3,7.8,0,5.5,22.5,8.8,22.9,83.2,15.73
20010730,211,30/07/2001,28.7,8.3,0,5.2,22.7,9.1,23.1,83.2,16.19
20010731,212,31/07/2001,29.4,6.7,0,5.6,22.6,8.2,20,83.6,15.48
20010801,213,1/8/2001,30.2,8,0,5.7,22.1,10.2,23.8,95.1,16.58
20010802,214,2/8/2001,30.7,8.2,0,6.3,22.6,10.7,24.2,98.5,16.9
20010803,215,3/8/2001,31.2,13.3,0,5,22.1,12.8,28.2,83.9,20.22
20010804,216,4/8/2001,31,12.6,0,5.3,22.7,12.4,27.6,85,19.72
20010805,217,5/8/2001,31.6,11.3,0,5.4,22.2,13.1,28.2,97.9,19.15
20010806,218,6/8/2001,32.3,14.1,0,5.9,22.3,12.5,25.8,77.7,21.14
20010807,219,7/8/2001,32.9,15,0,5.9,22.2,14.5,29,85.1,21.92
20010808,220,8/8/2001,32.8,14.4,0,7.2,22.6,11.6,23.3,70.8,21.52
20010809,221,9/8/2001,31.2,12.2,0,7,23.4,10.2,22.4,71.8,19.55
20010810,222,10/8/2001,31.3,11.2,0,6,22.7,15.9,34.8,100,18.97
20010811,223,11/8/2001,32.9,11.9,0,6,22.3,10.7,21.4,76.8,20.02
20010812,224,12/8/2001,33.8,19,0,6.9,22.6,12.6,24,57.4,24.72
20010813,225,13/08/2001,33.7,14.7,0,7.3,22.6,14.2,27.1,85,22.05
20010814,226,14/08/2001,32.3,14.1,0,8.5,23.8,14.1,29.2,87.7,21.14
20010815,227,15/08/2001,31.5,12.5,0,7.4,23.2,15.5,33.5,100,19.85
20010816,228,16/08/2001,30.7,12.9,0,7.2,23.6,14.8,33.5,99.5,19.78
20010817,229,17/08/2001,31,13.3,0,7.3,21.6,14.5,32.3,95,20.14
20010818,230,18/08/2001,30.8,15.2,0,7.4,23.5,15.4,34.7,89.2,21.23
20010819,231,19/08/2001,30.9,13.7,0,7.7,23.7,12.3,27.5,78.5,20.35
20010820,232,20/08/2001,30.7,12.6,0,7,24.1,12,27.2,82.3,19.6
20010821,233,21/08/2001,30,10.7,0,7.5,24.1,8.8,20.7,68.4,18.16
20010822,234,22/08/2001,29.5,9.7,0,8.3,24.4,8.5,20.6,70.7,17.36
20010823,235,23/08/2001,28.6,9.6,0,7,24.7,8.9,22.7,74.5,16.95
20010824,236,24/08/2001,30.8,9.4,0,5.7,24.3,7.7,17.3,65.3,17.68
20010825,237,25/08/2001,32.5,12.8,0,4.2,20,13.9,28.4,94.1,20.42
20010826,238,26/08/2001,33.2,16.5,0,5.5,21.7,15.4,30.3,82.1,22.96
20010827,239,27/08/2001,31.4,19.7,0,7.7,22.3,8.1,17.6,35.3,24.22
20010828,240,28/08/2001,29.5,14,0,7.8,24.8,9.2,22.3,57.6,19.99
20010829,241,29/08/2001,30.9,10.7,0,6.3,24.9,9.1,20.4,70.8,18.51
20010830,242,30/08/2001,32.6,10,0,6.6,24.6,9,18.3,73.3,18.74
20010831,243,31/08/2001,32.7,11.1,0,5.8,24.9,15.1,30.5,100,19.45
20010901,244,1/9/2001,30.5,15.2,0,7.5,23.8,11.1,25.4,64.3,21.12
20010902,245,2/9/2001,32.9,11.1,0,6.3,24.5,7.4,14.8,56,19.53
20010903,246,3/9/2001,34.7,16.9,0,4.4,23.6,17.1,30.9,88.9,23.78
20010904,247,4/9/2001,34,19.7,0,6,21,19.4,36.5,84.6,25.23
20010905,248,5/9/2001,34.9,17.7,0,8.6,24.2,14.2,25.4,70.2,24.35
20010906,249,6/9/2001,35.9,15.6,0,6.9,24.7,11.7,19.8,66.1,23.45
20010907,250,7/9/2001,35.3,18.9,0,5.9,24.1,19.2,33.6,88,25.24
20010908,251,8/9/2001,35.3,20.8,0,5.9,24.4,24,42,97.7,26.41
20010909,252,9/9/2001,34.5,23.2,0,4.9,20.8,24,43.9,84.4,27.57
20010910,253,10/9/2001,35.2,21.9,0,5.8,23.3,22.6,39.7,86,27.04
20010911,254,11/9/2001,35.9,20.6,0,6.3,23.2,22.1,37.4,91.1,26.52
20010912,255,12/9/2001,36.9,21.6,0,7.4,24.1,23.7,38,91.9,27.52
20010913,256,13/09/2001,37.1,22.5,0,7.3,24.2,23.9,37.9,87.7,28.15
20010914,257,14/09/2001,37.5,22.8,0,8.2,23.8,25.3,39.2,91.2,28.48
20010915,258,15/09/2001,37.5,23.2,0,9.3,24.4,17.7,27.4,62.3,28.73
20010916,259,16/09/2001,36.9,19.3,0,9.5,25.2,12.9,20.7,57.6,26.11
20010917,260,17/09/2001,36.7,15.7,0,10.3,25.6,7.1,11.5,39.8,23.82
20010918,261,18/09/2001,34.7,17.3,0,6.6,24,14.5,26.2,73.5,24.03
20010919,262,19/09/2001,36,23.9,0,6.5,22,23.8,40.1,80.3,28.58
20010920,263,20/09/2001,36.2,20.5,0,7.7,24.5,23.3,38.8,96.7,26.57
20010921,264,21/09/2001,37.1,20.7,0,8.4,26.1,22.9,36.3,93.8,27.04
20010922,265,22/09/2001,36.6,21.6,0,7.3,23.6,23.2,37.8,90,27.4
20010923,266,23/09/2001,37.4,22.7,0,8.1,25.6,25.4,39.6,92.1,28.38
20010924,267,24/09/2001,36.9,22.5,0,8.6,26.4,24,38.5,88.1,28.07
20010925,268,25/09/2001,37.3,20.1,0,10.4,26.7,22.5,35.3,95.7,26.75
20010926,269,26/09/2001,36.7,19,0,9.9,23.1,17.9,29,81.5,25.84
20010927,270,27/09/2001,37.3,19.7,0,10.4,27.2,14.2,22.3,61.9,26.51
20010928,271,28/09/2001,36.8,19.2,0,7.1,27.1,17.2,27.7,77.3,26.01
20010929,272,29/09/2001,37.2,21.3,0,8.4,27.1,18,28.4,71.1,27.45
20010930,273,30/09/2001,36.9,22.5,0,7.9,25.6,23.2,37.2,85.2,28.07
20011001,274,1/10/2001,36.8,22.8,0,7.3,22.6,25.4,40.9,91.5,28.21
20011002,275,2/10/2001,37.1,25.3,0,7.3,25.7,25.5,40.4,79.1,29.86
20011003,276,3/10/2001,37.3,24.6,0,7.4,24.5,26.4,41.4,85.4,29.51
20011004,277,4/10/2001,35.1,25.1,0,5.5,18.9,25.9,45.8,81.3,28.97
20011005,278,5/10/2001,37,23.5,0,8,23.3,24.4,38.9,84.3,28.72
20011006,279,6/10/2001,37.3,25.3,0,7,25,24.5,38.4,76,29.94
20011007,280,7/10/2001,35.3,24.8,0,6.4,21.3,25.2,44.1,80.5,28.86
20011008,281,8/10/2001,36,24.4,0.2,7,24.6,23.6,39.7,77.2,28.89
20011009,282,9/10/2001,36.8,21.5,0,6.4,23.8,25.8,41.6,100,27.42
20011010,283,10/10/2001,36.8,23.3,4.2,7.5,25.5,25,40.3,87.4,28.52
20011011,284,11/10/2001,38.6,23.9,0,10,25.7,22.9,33.5,77.2,29.58
20011012,285,12/10/2001,36.9,22.1,24.2,7,27,27.7,44.4,100,27.82
20011013,286,13/10/2001,36.1,24.2,0,6.3,25.1,28.9,48.4,95.7,28.8
20011014,287,14/10/2001,37.3,25,0,7.8,25.6,26.8,42,84.6,29.76
20011015,288,15/10/2001,37.4,25.4,0.4,6.5,26.3,26.3,41,81.1,30.04
20011016,289,16/10/2001,37.2,26.1,0,7,24.1,27.3,43,80.8,30.39
20011017,290,17/10/2001,37.9,26.3,0,6.6,24.2,27.4,41.6,80.1,30.79
20011018,291,18/10/2001,37.9,24.7,0,7.2,27.2,27.7,42,89,29.8
20011019,292,19/10/2001,32,24.3,6.6,4,11,27.7,58.3,91.2,27.28
20011020,293,20/10/2001,36.7,22.1,4,6.7,25.9,25.9,42,97.4,27.75
20011021,294,21/10/2001,34.5,23.5,0,5.7,19.5,29,53,100,27.75
20011022,295,22/10/2001,36.5,23.1,4,7.2,27.5,27.3,44.7,96.6,28.28
20011023,296,23/10/2001,36.9,25.2,0,7.7,27.5,26.6,42.6,83,29.72
20011024,297,24/10/2001,36.7,25.6,0,7.5,26.6,26.9,43.6,82,29.89
20011025,298,25/10/2001,37.1,25.4,0,7.6,27.8,26.3,41.7,81.1,29.92
20011026,299,26/10/2001,38.3,25.8,26,8.3,28,25.6,38,77.1,30.63
20011027,300,27/10/2001,35.5,23.2,4.8,7.1,25.4,27.9,48.3,98.2,27.96
20011028,301,28/10/2001,35.7,25.4,0,6.8,26.9,25.8,44.1,79.6,29.38
20011029,302,29/10/2001,37.1,24.2,4,6.9,28.4,25.5,40.4,84.5,29.19
20011030,303,30/10/2001,38.7,24.3,0,7.6,28.6,27,39.2,88.9,29.87
20011031,304,31/10/2001,39.4,24.5,0,7.1,26.6,28,39.2,91.1,30.26
20011101,305,1/11/2001,39.7,25.1,0,8.1,25.1,24.1,33.2,75.6,30.75
20011102,306,2/11/2001,39.5,25.9,0,8,22,25.8,35.9,77.2,31.16
20011103,307,3/11/2001,40.2,25.8,0,9.3,26.3,19.9,26.7,59.9,31.37
20011104,308,4/11/2001,39.1,26.8,0,8.6,28.2,26.3,37.4,74.7,31.56
20011105,309,5/11/2001,38.2,25.4,0,7.3,27.8,24.5,36.6,75.5,30.35
20011106,310,6/11/2001,37.5,26.4,0,8.7,22.8,26.6,41.2,77.3,30.69
20011107,311,7/11/2001,37.1,22.5,26,5.7,26.9,29.7,47.1,100,28.15
20011108,312,8/11/2001,37.1,24.8,0,6.8,26.9,28.1,44.5,89.8,29.56
20011109,313,9/11/2001,37.2,24.6,0,6.9,25.7,27.1,42.7,87.6,29.47
20011110,314,10/11/2001,35.1,24.3,0,6,27,28.7,50.8,94.5,28.48
20011111,315,11/11/2001,35,24.3,0,5.6,23.3,29,51.6,95.5,28.44
20011112,316,12/11/2001,31.4,22.8,20.1,6.2,6.3,28.6,62.2,100,26.13
20011113,317,13/11/2001,28.9,21,45.3,3.8,21.2,24.6,61.8,99,24.05
20011114,318,14/11/2001,33.7,21.2,0.4,6.8,28.4,18.5,35.4,73.5,26.03
20011115,319,15/11/2001,35.6,23.4,0,6.7,27.6,27,46.5,93.8,28.12
20011116,320,16/11/2001,36,24.4,4.2,5.8,22.6,29.4,49.5,96.2,28.89
20011117,321,17/11/2001,36.3,25.3,0,6.1,23.7,29.8,49.3,92.4,29.55
20011118,322,18/11/2001,37.3,25.2,0,7.1,22.6,29.1,45.6,90.8,29.88
20011119,323,19/11/2001,37.2,23.6,5,6.4,19.9,28.7,45.2,98.6,28.86
20011120,324,20/11/2001,38.2,24.9,0,6.7,27.1,28.7,42.8,91.2,30.04
20011121,325,21/11/2001,36.4,23.9,0,6,24.4,23.5,38.7,79.3,28.73
20011122,326,22/11/2001,37.3,21.8,0,6.6,28.5,32,50.2,100,27.79
20011123,327,23/11/2001,38,24.2,0,7.1,28.5,30.9,46.6,100,29.54
20011124,328,24/11/2001,37.6,27,0,7.2,26,30.7,47.3,86.1,31.1
20011125,329,25/11/2001,34.5,25.9,0,3.7,12.9,28.2,51.6,84.4,29.23
20011126,330,26/11/2001,35.4,23.4,34.5,8.3,26.1,29.9,52,100,28.04
20011127,331,27/11/2001,34.8,23.4,49,8.3,21.1,28.8,51.8,100,27.81
20011128,332,28/11/2001,34,23.2,43,5.1,26.6,29.3,55.1,100,27.38
20011129,333,29/11/2001,33.7,23.4,12,3.8,19.2,28.2,53.9,98,27.38
20011130,334,30/11/2001,36.2,23.4,0,6,28.7,29.1,48.4,100,28.35
20011201,335,1/12/2001,36.3,25.1,29.2,6.4,27.7,30.4,50.3,95.4,29.43
20011202,336,2/12/2001,36.3,24.4,0,7.7,26.7,29.2,48.3,95.6,29
20011203,337,3/12/2001,35.1,24.3,0,5.7,25.4,29.6,52.3,97.5,28.48
20011204,338,4/12/2001,36.3,23.9,0,7,27.3,29.3,48.5,98.8,28.7
20011205,339,5/12/2001,36,25.6,0,5.7,26,28.6,48.1,87.1,29.62
20011206,340,6/12/2001,35.2,25.4,0,6.2,24.1,29.8,52.4,91.9,29.19
20011207,341,7/12/2001,35.8,25.8,0,6.8,20.2,29.6,50.4,89.1,29.67
20011208,342,8/12/2001,35.5,24.4,0,6,23.8,28.7,49.6,93.9,28.69
20011209,343,9/12/2001,33.4,24.2,0,4.5,19.4,29.5,57.3,97.7,27.76
20011210,344,10/12/2001,34,25,4.6,4.5,21.1,29.2,54.9,92.2,28.48
20011211,345,11/12/2001,32.8,24.8,0,4.3,18.9,29,58.3,92.7,27.89
20011212,346,12/12/2001,35.4,24.8,2.8,6.6,26.7,30.2,52.5,96.5,28.9
20011213,347,13/12/2001,33.4,24.2,56.8,7.4,18.5,29.8,57.9,98.7,27.76
20011214,348,14/12/2001,33.4,24.7,0,7,23.4,30.4,59.1,97.7,28.06
20011215,349,15/12/2001,34.4,24.1,0,5.8,15.9,31.1,57.2,100,28.08
20011216,350,16/12/2001,34.9,24.1,21.2,7.4,25.6,28.6,51.1,95.3,28.28
20011217,351,17/12/2001,33.3,23.5,44.8,4.8,23.9,28.8,56.3,99.5,27.29
20011218,352,18/12/2001,35.3,23.2,0,5.9,26.4,30.5,53.3,100,27.88
20011219,353,19/12/2001,36.2,24.2,0,6.1,28.3,31.9,53.1,100,28.84
20011220,354,20/12/2001,37.3,24.6,0,7.4,28.8,31.1,48.8,100,29.51
20011221,355,21/12/2001,37.4,25.4,0,7.5,27.8,30.8,48,95,30.04
20011222,356,22/12/2001,37.1,25.4,0,5.6,26.9,26.8,42.5,82.6,29.92
20011223,357,23/12/2001,36.6,24.6,0,6.6,23.3,28.2,45.9,91.2,29.24
20011224,358,24/12/2001,37.2,23.5,0,7.7,28.4,28.5,44.9,98.5,28.8
20011225,359,25/12/2001,37.2,24.1,0,7.3,27.9,29.2,46,97.3,29.17
20011226,360,26/12/2001,36.8,24.7,0,8,28,31.5,50.7,100,29.38
20011227,361,27/12/2001,35.8,23.8,0,6.4,23.2,29,49.3,98.4,28.44
20011228,362,28/12/2001,33,22.9,0,3.4,8.8,26.4,52.5,94.6,26.81
20011229,363,29/12/2001,35.2,23.1,0,5.4,23.6,32.5,57.2,100,27.78
20011230,364,30/12/2001,35.8,23.5,0,5.5,25.6,27.6,47,95.4,28.26
20011231,365,31/12/2001,36,26.2,0,7.1,15,30.7,51.7,90.3,29.99
20020101,1,1/1/2002,32.4,22.4,22.9,3.5,21.7,29.8,61.3,100,26.27
20020102,2,2/1/2002,33.8,25,0,6.8,17.2,31.1,59.1,98.2,28.4
20020103,3,3/1/2002,32.1,22.1,28.3,3.7,18.1,26.5,55.4,99.7,25.97
20020104,4,4/1/2002,35.2,21.9,0.2,5.3,26.4,31.6,55.6,100,27.04
20020105,5,5/1/2002,34.8,24.2,0,5.5,24.2,31.2,56.1,100,28.3
20020106,6,6/1/2002,35.5,26.1,0,6.7,26.9,30.1,52.1,89,29.74
20020107,7,7/1/2002,35.6,26.3,0,7.3,26.8,30.7,52.8,89.7,29.9
20020108,8,8/1/2002,35.4,23.5,15.2,5.9,29.6,29.3,51,100,28.1
20020109,9,9/1/2002,34.6,25.2,0,5.4,26.1,29.9,54.4,93.3,28.84
20020110,10,10/1/2002,34.6,24,0.6,5.5,23.1,31.1,56.5,100,28.1
20020111,11,11/1/2002,35.6,25.4,0,5.8,25.3,31.3,53.8,96.5,29.34
20020112,12,12/1/2002,34.7,24.9,0,6.2,24.9,30.4,55,96.6,28.69
20020113,13,13/01/2002,34.6,25.8,0,5.2,23.8,30.3,55.1,91.2,29.2
20020114,14,14/01/2002,33,25.7,0,2.2,16,31.3,62.2,94.8,28.52
20020115,15,15/01/2002,36,24.7,1,5.7,23.6,32,53.9,100,29.07
20020116,16,16/01/2002,37.4,24.9,0,6.8,26.9,32,49.9,100,29.73
20020117,17,17/01/2002,37.2,25.2,0,6.3,27.1,30.4,47.9,94.9,29.84
20020118,18,18/01/2002,36.3,24,0,7.2,26.6,30.6,50.7,100,28.76
20020119,19,19/01/2002,36.7,23.3,0,5.6,27.6,28.6,46.3,100,28.48
20020120,20,20/01/2002,37.1,24.1,0,7.3,29.2,28.5,45.2,95,29.13
20020121,21,21/01/2002,37.1,24,0,7.1,25.6,28.6,45.3,95.9,29.07
20020122,22,22/01/2002,36.2,25.2,0,6.1,24.5,29.3,48.8,91.4,29.45
20020123,23,23/01/2002,36.2,23.3,35.8,5.4,26.3,29.5,49.1,100,28.29
20020124,24,24/01/2002,36.6,24.8,0,6.3,26.4,30.7,50,98.1,29.36
20020125,25,25/01/2002,37.4,25.4,0,7.2,28.6,32.4,50.5,99.9,30.04
20020126,26,26/01/2002,37,25.2,0,6,27.3,29.9,47.6,93.3,29.76
20020127,27,27/01/2002,37.5,25.8,0,6.2,26.6,32.6,50.6,98.2,30.32
20020128,28,28/01/2002,35.8,26.5,0,5.6,17.8,32.7,55.6,94.5,30.1
20020129,29,29/01/2002,37.3,24.1,0,6.9,28.6,29.4,46.1,98,29.2
20020130,30,30/01/2002,36.7,24.6,4.6,6.8,24,31,50.2,100,29.28
20020131,31,31/01/2002,35.4,24.2,5.2,5.7,20.8,31.4,54.6,100,28.53
20020201,32,1/2/2002,35.2,25.5,0.4,5.6,23.6,32.8,57.7,100,29.25
20020202,33,2/2/2002,35.1,26.3,0,5.7,18.5,33.1,58.5,96.8,29.7
20020203,34,3/2/2002,36.1,24.6,0.9,7.3,27.3,32.6,54.6,100,29.05
20020204,35,4/2/2002,36.1,25.2,0,6.6,24.6,31.3,52.4,97.7,29.42
20020205,36,5/2/2002,34.3,22,16.8,6.8,17.3,26.9,49.7,100,26.76
20020206,37,6/2/2002,35,22.1,14.2,5.7,24.5,28.5,50.7,100,27.09
20020207,38,7/2/2002,35.1,24.7,2.4,5.1,22.9,31.4,55.5,100,28.72
20020208,39,8/2/2002,34.1,24.5,5.2,5.9,25,30.5,57,99.2,28.21
20020209,40,9/2/2002,30.4,24,23.4,6.9,7.9,29.2,67.3,97.9,26.47
20020210,41,10/2/2002,31.3,23.5,53.1,4.3,17.3,30.6,67,100,26.52
20020211,42,11/2/2002,29.6,23.8,125.2,4,9.8,30.2,72.8,100,26.04
20020212,43,12/2/2002,32,23.4,72.8,5.4,9.4,30,63.1,100,26.73
20020213,44,13/02/2002,30,22.4,47.6,5.5,8.2,25,58.9,92.3,25.34
20020214,45,14/02/2002,30,21.1,57.1,2.1,9.1,26,61.3,100,24.54
20020215,46,15/02/2002,32.7,22.8,0.3,4.7,20.7,25.7,52,92.6,26.63
20020216,47,16/02/2002,33.3,25.9,0,3.7,12.3,30.1,58.8,90.1,28.76
20020217,48,17/02/2002,33.3,25.7,0.3,5.4,21.4,31.9,62.4,96.6,28.64
20020218,49,18/02/2002,31.4,23.7,14.1,3.7,17.1,29.2,63.5,99.7,26.68
20020219,50,19/02/2002,31,23.2,19.8,6.1,14.8,29.9,66.6,100,26.22
20020220,51,20/02/2002,31.5,24.2,13.4,4.2,20.3,29.2,63.2,96.7,27.02
20020221,52,21/02/2002,31,24.4,7.4,5.9,23.4,30.8,68.6,100,26.95
20020222,53,22/02/2002,31.9,23.3,9.4,3.4,19.9,29.1,61.5,100,26.63
20020223,54,23/02/2002,32.5,23.7,12.6,5,25.9,29.8,60.9,100,27.1
